seg_id,orientation,line_coord,seg_idx,x0,y0,x1,y1,class
54,v,550100,25,550100,4182400,550100,4182500,local
55,v,550100,26,550100,4182500,550100,4182600,local
56,v,550100,27,550100,4182600,550100,4182700,local
57,v,550100,28,550100,4182700,550100,4182800,local
58,v,550100,29,550100,4182800,550100,4182900,local
59,v,550200,1,550200,4180000,550200,4180100,local
60,v,550200,2,550200,4180100,550200,4180200,local
61,v,550200,3,550200,4180200,550200,4180300,local
62,v,550200,4,550200,4180300,550200,4180400,local
63,v,550200,5,550200,4180400,550200,4180500,local
64,v,550200,6,550200,4180500,550200,4180600,local
65,v,550200,7,550200,4180600,550200,4180700,local
66,v,550200,8,550200,4180700,550200,4180800,local
67,v,550200,9,550200,4180800,550200,4180900,local
68,v,550200,10,550200,4180900,550200,4181000,local
69,v,550200,11,550200,4181000,550200,4181100,local
70,v,550200,12,550200,4181100,550200,4181200,local
71,v,550200,13,550200,4181200,550200,4181300,local
72,v,550200,14,550200,4181300,550200,4181400,local
73,v,550200,15,550200,4181400,550200,4181500,local
74,v,550200,16,550200,4181500,550200,4181600,local
75,v,550200,17,550200,4181600,550200,4181700,local
76,v,550200,18,550200,4181700,550200,4181800,local
77,v,550200,19,550200,4181800,550200,4181900,local
78,v,550200,20,550200,4181900,550200,4182000,local
79,v,550200,21,550200,4182000,550200,4182100,local
80,v,550200,22,550200,4182100,550200,4182200,local
81,v,550200,23,550200,4182200,550200,4182300,local
82,v,550200,24,550200,4182300,550200,4182400,local
83,v,550200,25,550200,4182400,550200,4182500,local
84,v,550200,26,550200,4182500,550200,4182600,local
85,v,550200,27,550200,4182600,550200,4182700,local
86,v,550200,28,550200,4182700,550200,4182800,local
87,v,550200,29,550200,4182800,550200,4182900,local
88,v,550300,1,550300,4180000,550300,4180100,local
89,v,550300,2,550300,4180100,550300,4180200,local
90,v,550300,3,550300,4180200,550300,4180300,local
91,v,550300,4,550300,4180300,550300,4180400,local
92,v,550300,5,550300,4180400,550300,4180500,local
93,v,550300,6,550300,4180500,550300,4180600,local
94,v,550300,7,550300,4180600,550300,4180700,local
95,v,550300,8,550300,4180700,550300,4180800,local
96,v,550300,9,550300,4180800,550300,4180900,local
97,v,550300,10,550300,4180900,550300,4181000,local
98,v,550300,11,550300,4181000,550300,4181100,local
99,v,550300,12,550300,4181100,550300,4181200,local
100,v,550300,13,550300,4181200,550300,4181300,local
101,v,550300,14,550300,4181300,550300,4181400,local
102,v,550300,15,550300,4181400,550300,4181500,local
103,v,550300,16,550300,4181500,550300,4181600,local
104,v,550300,17,550300,4181600,550300,4181700,local
105,v,550300,18,550300,4181700,550300,4181800,local
106,v,550300,19,550300,4181800,550300,4181900,local
107,v,550300,20,550300,4181900,550300,4182000,local
108,v,550300,21,550300,4182000,550300,4182100,local
109,v,550300,22,550300,4182100,550300,4182200,local
110,v,550300,23,550300,4182200,550300,4182300,local
111,v,550300,24,550300,4182300,550300,4182400,local
112,v,550300,25,550300,4182400,550300,4182500,local
113,v,550300,26,550300,4182500,550300,4182600,local
114,v,550300,27,550300,4182600,550300,4182700,local
115,v,550300,28,550300,4182700,550300,4182800,local
116,v,550300,29,550300,4182800,550300,4182900,local
117,v,550400,1,550400,4180000,550400,4180100,local
118,v,550400,2,550400,4180100,550400,4180200,local
119,v,550400,3,550400,4180200,550400,4180300,local
120,v,550400,4,550400,4180300,550400,4180400,local
121,v,550400,5,550400,4180400,550400,4180500,local
122,v,550400,6,550400,4180500,550400,4180600,local
123,v,550400,7,550400,4180600,550400,4180700,local
124,v,550400,8,550400,4180700,550400,4180800,local
125,v,550400,9,550400,4180800,550400,4180900,local
126,v,550400,10,550400,4180900,550400,4181000,local
127,v,550400,11,550400,4181000,550400,4181100,local
128,v,550400,12,550400,4181100,550400,4181200,local
129,v,550400,13,550400,4181200,550400,4181300,local
130,v,550400,14,550400,4181300,550400,4181400,local
131,v,550400,15,550400,4181400,550400,4181500,local
132,v,550400,16,550400,4181500,550400,4181600,local
133,v,550400,17,550400,4181600,550400,4181700,local
134,v,550400,18,550400,4181700,550400,4181800,local
135,v,550400,19,550400,4181800,550400,4181900,local
136,v,550400,20,550400,4181900,550400,4182000,local
137,v,550400,21,550400,4182000,550400,4182100,local
138,v,550400,22,550400,4182100,550400,4182200,local
139,v,550400,23,550400,4182200,550400,4182300,local
140,v,550400,24,550400,4182300,550400,4182400,local
141,v,550400,25,550400,4182400,550400,4182500,local
142,v,550400,26,550400,4182500,550400,4182600,local
143,v,550400,27,550400,4182600,550400,4182700,local
144,v,550400,28,550400,4182700,550400,4182800,local
145,v,550400,29,550400,4182800,550400,4182900,local
146,v,550500,1,550500,4180000,550500,4180100,local
147,v,550500,2,550500,4180100,550500,4180200,local
148,v,550500,3,550500,4180200,550500,4180300,local
149,v,550500,4,550500,4180300,550500,4180400,local
150,v,550500,5,550500,4180400,550500,4180500,local
151,v,550500,6,550500,4180500,550500,4180600,local
152,v,550500,7,550500,4180600,550500,4180700,local
153,v,550500,8,550500,4180700,550500,4180800,local
154,v,550500,9,550500,4180800,550500,4180900,local
155,v,550500,10,550500,4180900,550500,4181000,local
156,v,550500,11,550500,4181000,550500,4181100,local
157,v,550500,12,550500,4181100,550500,4181200,local
158,v,550500,13,550500,4181200,550500,4181300,local
159,v,550500,14,550500,4181300,550500,4181400,local
160,v,550500,15,550500,4181400,550500,4181500,local
161,v,550500,16,550500,4181500,550500,4181600,local
162,v,550500,17,550500,4181600,550500,4181700,local
163,v,550500,18,550500,4181700,550500,4181800,local
164,v,550500,19,550500,4181800,550500,4181900,local
165,v,550500,20,550500,4181900,550500,4182000,local
166,v,550500,21,550500,4182000,550500,4182100,local
167,v,550500,22,550500,4182100,550500,4182200,local
168,v,550500,23,550500,4182200,550500,4182300,local
169,v,550500,24,550500,4182300,550500,4182400,local
170,v,550500,25,550500,4182400,550500,4182500,local
171,v,550500,26,550500,4182500,550500,4182600,local
172,v,550500,27,550500,4182600,550500,4182700,local
173,v,550500,28,550500,4182700,550500,4182800,local
174,v,550500,29,550500,4182800,550500,4182900,local
175,v,550600,1,550600,4180000,550600,4180100,local
176,v,550600,2,550600,4180100,550600,4180200,local
177,v,550600,3,550600,4180200,550600,4180300,local
178,v,550600,4,550600,4180300,550600,4180400,local
179,v,550600,5,550600,4180400,550600,4180500,local
180,v,550600,6,550600,4180500,550600,4180600,local
181,v,550600,7,550600,4180600,550600,4180700,local
182,v,550600,8,550600,4180700,550600,4180800,local
183,v,550600,9,550600,4180800,550600,4180900,local
184,v,550600,10,550600,4180900,550600,4181000,local
185,v,550600,11,550600,4181000,550600,4181100,local
186,v,550600,12,550600,4181100,550600,4181200,local
187,v,550600,13,550600,4181200,550600,4181300,local
188,v,550600,14,550600,4181300,550600,4181400,local
189,v,550600,15,550600,4181400,550600,4181500,local
190,v,550600,16,550600,4181500,550600,4181600,local
191,v,550600,17,550600,4181600,550600,4181700,local
192,v,550600,18,550600,4181700,550600,4181800,local
193,v,550600,19,550600,4181800,550600,4181900,local
194,v,550600,20,550600,4181900,550600,4182000,local
195,v,550600,21,550600,4182000,550600,4182100,local
196,v,550600,22,550600,4182100,550600,4182200,local
197,v,550600,23,550600,4182200,550600,4182300,local
198,v,550600,24,550600,4182300,550600,4182400,local
199,v,550600,25,550600,4182400,550600,4182500,local
200,v,550600,26,550600,4182500,550600,4182600,local
201,v,550600,27,550600,4182600,550600,4182700,local
202,v,550600,28,550600,4182700,550600,4182800,local
203,v,550600,29,550600,4182800,550600,4182900,local
204,v,550700,1,550700,4180000,550700,4180100,arterial
205,v,550700,2,550700,4180100,550700,4180200,arterial
206,v,550700,3,550700,4180200,550700,4180300,arterial
207,v,550700,4,550700,4180300,550700,4180400,arterial
208,v,550700,5,550700,4180400,550700,4180500,arterial
209,v,550700,6,550700,4180500,550700,4180600,arterial
210,v,550700,7,550700,4180600,550700,4180700,arterial
211,v,550700,8,550700,4180700,550700,4180800,arterial
212,v,550700,9,550700,4180800,550700,4180900,arterial
213,v,550700,10,550700,4180900,550700,4181000,arterial
214,v,550700,11,550700,4181000,550700,4181100,arterial
215,v,550700,12,550700,4181100,550700,4181200,arterial
216,v,550700,13,550700,4181200,550700,4181300,arterial
217,v,550700,14,550700,4181300,550700,4181400,arterial
218,v,550700,15,550700,4181400,550700,4181500,arterial
219,v,550700,16,550700,4181500,550700,4181600,arterial
220,v,550700,17,550700,4181600,550700,4181700,arterial
221,v,550700,18,550700,4181700,550700,4181800,arterial
222,v,550700,19,550700,4181800,550700,4181900,arterial
223,v,550700,20,550700,4181900,550700,4182000,arterial
224,v,550700,21,550700,4182000,550700,4182100,arterial
225,v,550700,22,550700,4182100,550700,4182200,arterial
226,v,550700,23,550700,4182200,550700,4182300,arterial
227,v,550700,24,550700,4182300,550700,4182400,arterial
228,v,550700,25,550700,4182400,550700,4182500,arterial
229,v,550700,26,550700,4182500,550700,4182600,arterial
230,v,550700,27,550700,4182600,550700,4182700,arterial
231,v,550700,28,550700,4182700,550700,4182800,arterial
232,v,550700,29,550700,4182800,550700,4182900,arterial
233,v,550800,1,550800,4180000,550800,4180100,local
234,v,550800,2,550800,4180100,550800,4180200,local
235,v,550800,3,550800,4180200,550800,4180300,local
236,v,550800,4,550800,4180300,550800,4180400,local
237,v,550800,5,550800,4180400,550800,4180500,local
238,v,550800,6,550800,4180500,550800,4180600,local
239,v,550800,7,550800,4180600,550800,4180700,local
240,v,550800,8,550800,4180700,550800,4180800,local
241,v,550800,9,550800,4180800,550800,4180900,local
242,v,550800,10,550800,4180900,550800,4181000,local
243,v,550800,11,550800,4181000,550800,4181100,local
244,v,550800,12,550800,4181100,550800,4181200,local
245,v,550800,13,550800,4181200,550800,4181300,local
246,v,550800,14,550800,4181300,550800,4181400,local
247,v,550800,15,550800,4181400,550800,4181500,local
248,v,550800,16,550800,4181500,550800,4181600,local
249,v,550800,17,550800,4181600,550800,4181700,local
250,v,550800,18,550800,4181700,550800,4181800,local
251,v,550800,19,550800,4181800,550800,4181900,local
252,v,550800,20,550800,4181900,550800,4182000,local
253,v,550800,21,550800,4182000,550800,4182100,local
254,v,550800,22,550800,4182100,550800,4182200,local
255,v,550800,23,550800,4182200,550800,4182300,local
256,v,550800,24,550800,4182300,550800,4182400,local
257,v,550800,25,550800,4182400,550800,4182500,local
258,v,550800,26,550800,4182500,550800,4182600,local
259,v,550800,27,550800,4182600,550800,4182700,local
260,v,550800,28,550800,4182700,550800,4182800,local
261,v,550800,29,550800,4182800,550800,4182900,local
262,v,550900,1,550900,4180000,550900,4180100,local
263,v,550900,2,550900,4180100,550900,4180200,local
264,v,550900,3,550900,4180200,550900,4180300,local
265,v,550900,4,550900,4180300,550900,4180400,local
266,v,550900,5,550900,4180400,550900,4180500,local
267,v,550900,6,550900,4180500,550900,4180600,local
268,v,550900,7,550900,4180600,550900,4180700,local
269,v,550900,8,550900,4180700,550900,4180800,local
270,v,550900,9,550900,4180800,550900,4180900,local
271,v,550900,10,550900,4180900,550900,4181000,local
272,v,550900,11,550900,4181000,550900,4181100,local
273,v,550900,12,550900,4181100,550900,4181200,local
274,v,550900,13,550900,4181200,550900,4181300,local
275,v,550900,14,550900,4181300,550900,4181400,local
276,v,550900,15,550900,4181400,550900,4181500,local
277,v,550900,16,550900,4181500,550900,4181600,local
278,v,550900,17,550900,4181600,550900,4181700,local
279,v,550900,18,550900,4181700,550900,4181800,local
280,v,550900,19,550900,4181800,550900,4181900,local
281,v,550900,20,550900,4181900,550900,4182000,local
282,v,550900,21,550900,4182000,550900,4182100,local
283,v,550900,22,550900,4182100,550900,4182200,local
284,v,550900,23,550900,4182200,550900,4182300,local
285,v,550900,24,550900,4182300,550900,4182400,local
286,v,550900,25,550900,4182400,550900,4182500,local
287,v,550900,26,550900,4182500,550900,4182600,local
288,v,550900,27,550900,4182600,550900,4182700,local
289,v,550900,28,550900,4182700,550900,4182800,local
290,v,550900,29,550900,4182800,550900,4182900,local
291,v,551000,1,551000,4180000,551000,4180100,local
292,v,551000,2,551000,4180100,551000,4180200,local
293,v,551000,3,551000,4180200,551000,4180300,local
294,v,551000,4,551000,4180300,551000,4180400,local
295,v,551000,5,551000,4180400,551000,4180500,local
296,v,551000,6,551000,4180500,551000,4180600,local
297,v,551000,7,551000,4180600,551000,4180700,local
298,v,551000,8,551000,4180700,551000,4180800,local
299,v,551000,9,551000,4180800,551000,4180900,local
300,v,551000,10,551000,4180900,551000,4181000,local
301,v,551000,11,551000,4181000,551000,4181100,local
302,v,551000,12,551000,4181100,551000,4181200,local
303,v,551000,13,551000,4181200,551000,4181300,local
304,v,551000,14,551000,4181300,551000,4181400,local
305,v,551000,15,551000,4181400,551000,4181500,local
306,v,551000,16,551000,4181500,551000,4181600,local
307,v,551000,17,551000,4181600,551000,4181700,local
308,v,551000,18,551000,4181700,551000,4181800,local
309,v,551000,19,551000,4181800,551000,4181900,local
310,v,551000,20,551000,4181900,551000,4182000,local
311,v,551000,21,551000,4182000,551000,4182100,local
312,v,551000,22,551000,4182100,551000,4182200,local
313,v,551000,23,551000,4182200,551000,4182300,local
314,v,551000,24,551000,4182300,551000,4182400,local
315,v,551000,25,551000,4182400,551000,4182500,local
316,v,551000,26,551000,4182500,551000,4182600,local
317,v,551000,27,551000,4182600,551000,4182700,local
318,v,551000,28,551000,4182700,551000,4182800,local
319,v,551000,29,551000,4182800,551000,4182900,local
320,v,551100,1,551100,4180000,551100,4180100,local
321,v,551100,2,551100,4180100,551100,4180200,local
322,v,551100,3,551100,4180200,551100,4180300,local
323,v,551100,4,551100,4180300,551100,4180400,local
324,v,551100,5,551100,4180400,551100,4180500,local
325,v,551100,6,551100,4180500,551100,4180600,local
326,v,551100,7,551100,4180600,551100,4180700,local
327,v,551100,8,551100,4180700,551100,4180800,local
328,v,551100,9,551100,4180800,551100,4180900,local
329,v,551100,10,551100,4180900,551100,4181000,local
330,v,551100,11,551100,4181000,551100,4181100,local
331,v,551100,12,551100,4181100,551100,4181200,local
332,v,551100,13,551100,4181200,551100,4181300,local
333,v,551100,14,551100,4181300,551100,4181400,local
334,v,551100,15,551100,4181400,551100,4181500,local
335,v,551100,16,551100,4181500,551100,4181600,local
336,v,551100,17,551100,4181600,551100,4181700,local
337,v,551100,18,551100,4181700,551100,4181800,local
338,v,551100,19,551100,4181800,551100,4181900,local
339,v,551100,20,551100,4181900,551100,4182000,local
340,v,551100,21,551100,4182000,551100,4182100,local
341,v,551100,22,551100,4182100,551100,4182200,local
342,v,551100,23,551100,4182200,551100,4182300,local
343,v,551100,24,551100,4182300,551100,4182400,local
344,v,551100,25,551100,4182400,551100,4182500,local
345,v,551100,26,551100,4182500,551100,4182600,local
346,v,551100,27,551100,4182600,551100,4182700,local
347,v,551100,28,551100,4182700,551100,4182800,local
348,v,551100,29,551100,4182800,551100,4182900,local
349,v,551200,1,551200,4180000,551200,4180100,local
350,v,551200,2,551200,4180100,551200,4180200,local
351,v,551200,3,551200,4180200,551200,4180300,local
352,v,551200,4,551200,4180300,551200,4180400,local
353,v,551200,5,551200,4180400,551200,4180500,local
354,v,551200,6,551200,4180500,551200,4180600,local
355,v,551200,7,551200,4180600,551200,4180700,local
356,v,551200,8,551200,4180700,551200,4180800,local
357,v,551200,9,551200,4180800,551200,4180900,local
358,v,551200,10,551200,4180900,551200,4181000,local
359,v,551200,11,551200,4181000,551200,4181100,local
360,v,551200,12,551200,4181100,551200,4181200,local
361,v,551200,13,551200,4181200,551200,4181300,local
362,v,551200,14,551200,4181300,551200,4181400,local
363,v,551200,15,551200,4181400,551200,4181500,local
364,v,551200,16,551200,4181500,551200,4181600,local
365,v,551200,17,551200,4181600,551200,4181700,local
366,v,551200,18,551200,4181700,551200,4181800,local
367,v,551200,19,551200,4181800,551200,4181900,local
368,v,551200,20,551200,4181900,551200,4182000,local
369,v,551200,21,551200,4182000,551200,4182100,local
370,v,551200,22,551200,4182100,551200,4182200,local
371,v,551200,23,551200,4182200,551200,4182300,local
372,v,551200,24,551200,4182300,551200,4182400,local
373,v,551200,25,551200,4182400,551200,4182500,local
374,v,551200,26,551200,4182500,551200,4182600,local
375,v,551200,27,551200,4182600,551200,4182700,local
376,v,551200,28,551200,4182700,551200,4182800,local
377,v,551200,29,551200,4182800,551200,4182900,local
378,v,551300,1,551300,4180000,551300,4180100,local
379,v,551300,2,551300,4180100,551300,4180200,local
380,v,551300,3,551300,4180200,551300,4180300,local
381,v,551300,4,551300,4180300,551300,4180400,local
382,v,551300,5,551300,4180400,551300,4180500,local
383,v,551300,6,551300,4180500,551300,4180600,local
384,v,551300,7,551300,4180600,551300,4180700,local
385,v,551300,8,551300,4180700,551300,4180800,local
386,v,551300,9,551300,4180800,551300,4180900,local
387,v,551300,10,551300,4180900,551300,4181000,local
388,v,551300,11,551300,4181000,551300,4181100,local
389,v,551300,12,551300,4181100,551300,4181200,local
390,v,551300,13,551300,4181200,551300,4181300,local
391,v,551300,14,551300,4181300,551300,4181400,local
392,v,551300,15,551300,4181400,551300,4181500,local
393,v,551300,16,551300,4181500,551300,4181600,local
394,v,551300,17,551300,4181600,551300,4181700,local
395,v,551300,18,551300,4181700,551300,4181800,local
396,v,551300,19,551300,4181800,551300,4181900,local
397,v,551300,20,551300,4181900,551300,4182000,local
398,v,551300,21,551300,4182000,551300,4182100,local
399,v,551300,22,551300,4182100,551300,4182200,local
400,v,551300,23,551300,4182200,551300,4182300,local
401,v,551300,24,551300,4182300,551300,4182400,local
402,v,551300,25,551300,4182400,551300,4182500,local
403,v,551300,26,551300,4182500,551300,4182600,local
404,v,551300,27,551300,4182600,551300,4182700,local
405,v,551300,28,551300,4182700,551300,4182800,local
406,v,551300,29,551300,4182800,551300,4182900,local
407,v,551400,1,551400,4180000,551400,4180100,collector
408,v,551400,2,551400,4180100,551400,4180200,collector
409,v,551400,3,551400,4180200,551400,4180300,collector
410,v,551400,4,551400,4180300,551400,4180400,collector
411,v,551400,5,551400,4180400,551400,4180500,collector
412,v,551400,6,551400,4180500,551400,4180600,collector
413,v,551400,7,551400,4180600,551400,4180700,collector
414,v,551400,8,551400,4180700,551400,4180800,collector
415,v,551400,9,551400,4180800,551400,4180900,collector
416,v,551400,10,551400,4180900,551400,4181000,collector
417,v,551400,11,551400,4181000,551400,4181100,collector
418,v,551400,12,551400,4181100,551400,4181200,collector
419,v,551400,13,551400,4181200,551400,4181300,collector
420,v,551400,14,551400,4181300,551400,4181400,collector
421,v,551400,15,551400,4181400,551400,4181500,collector
422,v,551400,16,551400,4181500,551400,4181600,collector
423,v,551400,17,551400,4181600,551400,4181700,collector
424,v,551400,18,551400,4181700,551400,4181800,collector
425,v,551400,19,551400,4181800,551400,4181900,collector
426,v,551400,20,551400,4181900,551400,4182000,collector
427,v,551400,21,551400,4182000,551400,4182100,collector
428,v,551400,22,551400,4182100,551400,4182200,collector
429,v,551400,23,551400,4182200,551400,4182300,collector
430,v,551400,24,551400,4182300,551400,4182400,collector
431,v,551400,25,551400,4182400,551400,4182500,collector
432,v,551400,26,551400,4182500,551400,4182600,collector
433,v,551400,27,551400,4182600,551400,4182700,collector
434,v,551400,28,551400,4182700,551400,4182800,collector
435,v,551400,29,551400,4182800,551400,4182900,collector
436,v,551500,1,551500,4180000,551500,4180100,local
437,v,551500,2,551500,4180100,551500,4180200,local
438,v,551500,3,551500,4180200,551500,4180300,local
439,v,551500,4,551500,4180300,551500,4180400,local
440,v,551500,5,551500,4180400,551500,4180500,local
441,v,551500,6,551500,4180500,551500,4180600,local
442,v,551500,7,551500,4180600,551500,4180700,local
443,v,551500,8,551500,4180700,551500,4180800,local
444,v,551500,9,551500,4180800,551500,4180900,local
445,v,551500,10,551500,4180900,551500,4181000,local
446,v,551500,11,551500,4181000,551500,4181100,local
447,v,551500,12,551500,4181100,551500,4181200,local
448,v,551500,13,551500,4181200,551500,4181300,local
449,v,551500,14,551500,4181300,551500,4181400,local
450,v,551500,15,551500,4181400,551500,4181500,local
451,v,551500,16,551500,4181500,551500,4181600,local
452,v,551500,17,551500,4181600,551500,4181700,local
453,v,551500,18,551500,4181700,551500,4181800,local
454,v,551500,19,551500,4181800,551500,4181900,local
455,v,551500,20,551500,4181900,551500,4182000,local
456,v,551500,21,551500,4182000,551500,4182100,local
457,v,551500,22,551500,4182100,551500,4182200,local
458,v,551500,23,551500,4182200,551500,4182300,local
459,v,551500,24,551500,4182300,551500,4182400,local
460,v,551500,25,551500,4182400,551500,4182500,local
461,v,551500,26,551500,4182500,551500,4182600,local
462,v,551500,27,551500,4182600,551500,4182700,local
463,v,551500,28,551500,4182700,551500,4182800,local
464,v,551500,29,551500,4182800,551500,4182900,local
465,v,551600,1,551600,4180000,551600,4180100,local
466,v,551600,2,551600,4180100,551600,4180200,local
467,v,551600,3,551600,4180200,551600,4180300,local
468,v,551600,4,551600,4180300,551600,4180400,local
469,v,551600,5,551600,4180400,551600,4180500,local
470,v,551600,6,551600,4180500,551600,4180600,local
471,v,551600,7,551600,4180600,551600,4180700,local
472,v,551600,8,551600,4180700,551600,4180800,local
473,v,551600,9,551600,4180800,551600,4180900,local
474,v,551600,10,551600,4180900,551600,4181000,local
475,v,551600,11,551600,4181000,551600,4181100,local
476,v,551600,12,551600,4181100,551600,4181200,local
477,v,551600,13,551600,4181200,551600,4181300,local
478,v,551600,14,551600,4181300,551600,4181400,local
479,v,551600,15,551600,4181400,551600,4181500,local
480,v,551600,16,551600,4181500,551600,4181600,local
481,v,551600,17,551600,4181600,551600,4181700,local
482,v,551600,18,551600,4181700,551600,4181800,local
483,v,551600,19,551600,4181800,551600,4181900,local
484,v,551600,20,551600,4181900,551600,4182000,local
485,v,551600,21,551600,4182000,551600,4182100,local
486,v,551600,22,551600,4182100,551600,4182200,local
487,v,551600,23,551600,4182200,551600,4182300,local
488,v,551600,24,551600,4182300,551600,4182400,local
489,v,551600,25,551600,4182400,551600,4182500,local
490,v,551600,26,551600,4182500,551600,4182600,local
491,v,551600,27,551600,4182600,551600,4182700,local
492,v,551600,28,551600,4182700,551600,4182800,local
493,v,551600,29,551600,4182800,551600,4182900,local
494,v,551700,1,551700,4180000,551700,4180100,local
495,v,551700,2,551700,4180100,551700,4180200,local
496,v,551700,3,551700,4180200,551700,4180300,local
497,v,551700,4,551700,4180300,551700,4180400,local
498,v,551700,5,551700,4180400,551700,4180500,local
499,v,551700,6,551700,4180500,551700,4180600,local
500,v,551700,7,551700,4180600,551700,4180700,local
501,v,551700,8,551700,4180700,551700,4180800,local
502,v,551700,9,551700,4180800,551700,4180900,local
503,v,551700,10,551700,4180900,551700,4181000,local
504,v,551700,11,551700,4181000,551700,4181100,local
505,v,551700,12,551700,4181100,551700,4181200,local
506,v,551700,13,551700,4181200,551700,4181300,local
507,v,551700,14,551700,4181300,551700,4181400,local
508,v,551700,15,551700,4181400,551700,4181500,local
509,v,551700,16,551700,4181500,551700,4181600,local
510,v,551700,17,551700,4181600,551700,4181700,local
511,v,551700,18,551700,4181700,551700,4181800,local
512,v,551700,19,551700,4181800,551700,4181900,local
513,v,551700,20,551700,4181900,551700,4182000,local
514,v,551700,21,551700,4182000,551700,4182100,local
515,v,551700,22,551700,4182100,551700,4182200,local
516,v,551700,23,551700,4182200,551700,4182300,local
517,v,551700,24,551700,4182300,551700,4182400,local
518,v,551700,25,551700,4182400,551700,4182500,local
519,v,551700,26,551700,4182500,551700,4182600,local
520,v,551700,27,551700,4182600,551700,4182700,local
521,v,551700,28,551700,4182700,551700,4182800,local
522,v,551700,29,551700,4182800,551700,4182900,local
523,v,551800,1,551800,4180000,551800,4180100,local
524,v,551800,2,551800,4180100,551800,4180200,local
525,v,551800,3,551800,4180200,551800,4180300,local
526,v,551800,4,551800,4180300,551800,4180400,local
527,v,551800,5,551800,4180400,551800,4180500,local
528,v,551800,6,551800,4180500,551800,4180600,local
529,v,551800,7,551800,4180600,551800,4180700,local
530,v,551800,8,551800,4180700,551800,4180800,local
531,v,551800,9,551800,4180800,551800,4180900,local
532,v,551800,10,551800,4180900,551800,4181000,local
533,v,551800,11,551800,4181000,551800,4181100,local
534,v,551800,12,551800,4181100,551800,4181200,local
535,v,551800,13,551800,4181200,551800,4181300,local
536,v,551800,14,551800,4181300,551800,4181400,local
537,v,551800,15,551800,4181400,551800,4181500,local
538,v,551800,16,551800,4181500,551800,4181600,local
539,v,551800,17,551800,4181600,551800,4181700,local
540,v,551800,18,551800,4181700,551800,4181800,local
541,v,551800,19,551800,4181800,551800,4181900,local
542,v,551800,20,551800,4181900,551800,4182000,local
543,v,551800,21,551800,4182000,551800,4182100,local
544,v,551800,22,551800,4182100,551800,4182200,local
545,v,551800,23,551800,4182200,551800,4182300,local
546,v,551800,24,551800,4182300,551800,4182400,local
547,v,551800,25,551800,4182400,551800,4182500,local
548,v,551800,26,551800,4182500,551800,4182600,local
549,v,551800,27,551800,4182600,551800,4182700,local
550,v,551800,28,551800,4182700,551800,4182800,local
551,v,551800,29,551800,4182800,551800,4182900,local
552,v,551900,1,551900,4180000,551900,4180100,local
553,v,551900,2,551900,4180100,551900,4180200,local
